User ID,Activity Level,Home Type,Grooming Preference,Time Available,Experience Level,Pet ID,Pet Description,Pet Temperament,Pet Popularity,Pet Min Height,Pet Max Height,Pet Min Weight,Pet Max Weight,Pet Min Expectancy,Pet Max Expectancy,Pet Group,Grooming Frequency Value,Grooming Frequency Category,Shedding Value,Shedding Category,Energy Level Value,Energy Level Category,Trainability Value,Trainability Category,Demeanor Value,Demeanor Category
51,Moderate,Urban,Low,Full-time,Experienced,165,"For the uninitiated, a face-to-face encounter with these black-masked giants can be startling. A male stands at least 30 inches at the shoulder and can outweigh many a full-grown man. The rectangular body is deep and thickly muscled, covered by a short double coat of fawn, apricot, or brindle stripes. The head is broad and massive, and a wrinkled forehead accentuates an alert, kindly expression. Mastiffs are patient, lovable companions and guardians who take best to gentle training. Eternally loyal Mastiffs are protective of family, and a natural wariness of strangers makes early training and socialization essential. Mastiffs are magnificent pets, but acquiring a powerful giant-breed dog is commitment not to be taken lightly. The colossal Mastiff belongs to a canine clan as ancient as civilization itself. A massive, heavy-boned dog of courage and prodigious strength, the Mastiff is docile and dignified but also a formidable protector of those they hold dear.","Courageous, Dignified, Good-Natured",29,69.85,76.2,54.4310844,104.32624510000001,6,10,Working Group,0.2,Occasional Bath/Brush,0.4,Occasional,0.6,Regular Exercise,0.6,Agreeable,0.6,Alert/Responsive
52,Low,Apartment,Very High,Minimal,Expert,277,"The Yorkshire Terrier is a compact, toy-size terrier of no more than seven pounds whose crowning glory is a floor-length, silky coat of steel blue and a rich golden tan.Don’t let the Yorkie’s daintiness fool you. Tenacious, feisty, brave, and sometimes bossy, the Yorkie exhibits all the traits of a true terrier. Often named the most popular dog breed in various American cities, Yorkies pack lots of big-town attitude into a small but self-important package. They are favorites of urbanites the world over.Yorkies are long-lived and low-allergen (the coat is more like human hair than animal fur), and they make fine little watchdogs. This is a true “personality breed,” providing years of laughs, love, and close companionship. Beneath the dainty, glossy, floor-length coat of a Yorkshire Terrier beats the heart of a feisty, old-time terrier. Yorkies earned their living as ratters in mines and mills long before they became the beribboned lapdogs of Victorian ladies.","Affectionate, Sprightly, Tomboyish",10,17.78,20.32,3.17514659,3.17514659,11,15,Toy Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,0.2,May be Stubborn,0.8,Friendly
53,Low,Apartment,Low,Part-time,Experienced,97,"The Drever was developed in the early twentieth century in Sweden. Hunting deer was difficult due to terrain and herd locations so hunters soon realized the benefits of using this short-legged, long-bodied dog to drive the deer over long distances and rough terrain right to them. A keen and even-tempered hound, the Drever is never aggressive, nervous or shy. They are content in most living situations, but tend to be vocal when alerting or at play. The Drever is robust and strong rather than elegant and speedy. They have a proud carriage, well-developed muscles and agile appearance. Affectionate, playful, and sweet, the Drever gets along well with most other breeds and is great in groups.","Loyal, Even-Tempered, Determined",,30.48,38.1,15.875732950000002,18.143694800000002,15,15,Foundation Stock Service,0.2,Occasional Bath/Brush,0.4,Occasional,0.6,Regular Exercise,0.2,May be Stubborn,0.6,Alert/Responsive
54,Low,Rural,Low,Full-time,Expert,23,"Basenjis are small, graceful hounds standing 16 or 17 inches at the shoulder. They are recognizable by their glistening short coat, tightly curled tail, and wrinkled forehead and expressive almond-shaped eyes that convey a variety of subtle, humanlike emotions.Basenjis are a lovely sight at a standstill but more impressive yet at a fast trot, when they exhibit the long, smooth strides of a mini-racehorse. And yes, it’s true, they don’t bark, but they make their feelings known with an odd sound described as something between a chortle and a yodel. Basenjis are fastidious and will groom themselves like cats. This has been called a “cult breed”—small in numbers, but those lucky enough to own one do so with singular devotion. The Basenji, Africa’s “Barkless Dog,” is a compact, sweet-faced hunter of intelligence and poise. They are unique and beguiling pets, best for owners who can meet their exercise needs and the challenge of training this catlike canine.","Independent, Smart, Poised",87,40.64,43.18,9.979032140000001,10.886216880000001,13,14,Hound Group,0.2,Occasional Bath/Brush,0.4,Occasional,0.8,Energetic,0.4,Independent,0.4,Reserved with Strangers
55,Very High,Urban,Very Low,Limited,Experienced,251,"With their thick sable coat, sturdy construction, and overall no-frills look, Vallhunds are a timeless breed, as comfortable in a suburban backyard as they were on the prow of Viking longships 1,200 years ago. These lively herders are built long and low to the ground—in not quite as exaggerated a fashion as their distant cousins the corgis, but the idea is the same: Their build makes it easier to nip at the heels of cattle and avoid kicks to the head. Balance, power, and smooth movement are breed hallmarks. The long and low Swedish Vallhund, Viking Dog of ancient legend, is a smart and sociable herder of dense coat and boundless energy. These rugged cattle dogs are known for their zest for life, unique vocalizations, and cheerful demeanor.","Friendly, Energetic, Watchful",169,29.21,34.925,9.071847400000001,15.875732950000002,12,15,Herding Group,0.2,Occasional Bath/Brush,0.6,Seasonal,1,Needs Lots of Activity,1,Eager to Please,0.8,Friendly
56,Moderate,Rural,Medium,Minimal,First-time owner,267,"Sturdy, compact, and rugged, with a tight-fitting black-and-tan coat and a rectangular head featuring folded ears and a jaunty beard, Welsh are constructed along the classic lines of Britain’s long-legged terriers. They stand about 15 inches at the shoulder, a little larger than the Lakeland Terrier but much smaller than the mighty Airedale.All three breeds, however, share a family resemblance: An ancient breed called the Old English Black and Tan Terrier is thought to be the granddaddy of these and some other British terriers. The Welsh Terrier is as alert and spirited as any self-respecting terrier, but a bit calmer than most—“game, not quarrelsome,” as breed fanciers say. The Welshman was bred to do battle with badgers, otters, and other dangerous opponents.","Friendly, Spirited, Intelligent",107,38.1,38.1,9.071847400000001,9.071847400000001,12,15,Terrier Group,0.6,2-3 Times a Week Brushing,0.4,Occasional,0.8,Energetic,0.6,Agreeable,1,Outgoing
57,Low,Rural,Very High,Part-time,Experienced,169,"Stocky, robust little dogs standing 12 to 14 inches, Miniature Schnauzers were bred down from their larger cousins, Standard Schnauzers. The bushy beard and eyebrows give Minis a charming, human-like expression. The hard, wiry coat comes in three color patterns: salt and pepper, black and silver, and solid black. Created to be all-around farm dogs and ratters, they are tough, muscular, and fearless without being aggressive.The Miniature Schnauzer is a bright, friendly, trainable companion, small enough to adapt to apartment life but tireless enough to patrol acres of farmland. They get along well with other animals and kids. Minis are sturdy little guys and enjoy vigorous play. Home and family oriented, they make great watchdogs. The Miniature Schnauzer, the smallest of the three Schnauzer breeds, is a generally healthy, long-lived, and low-shedding companion. Add an outgoing personality, a portable size, and sporty good looks, and you’ve got an ideal family dog.","Friendly, Smart, Obedient",19,30.48,35.56,4.9895160700000005,9.071847400000001,12,15,Terrier Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.6,Alert/Responsive
58,High,Rural,Very High,Minimal,Expert,38,"A good-size Bichon will stand a shade under a foot tall at the shoulder. The breed’s glory is a white hypoallergenic coat, plush and velvety to the touch, featuring rounded head hair that sets off the large, dark eyes and black leathers of the nose and lips.Bichons are adaptable companions who get on well with other dogs and children. Alert and curious, Bichons make nice little watchdogs—but they are lovers, not fighters, and operate under the assumption that there are no strangers, just friends they haven’t met yet. Their confidence and size make them ideal city dogs. Bichons train nicely and enjoy performing for their loved ones. Finally, there’s the happy-go-lucky Bichon personality that draws smiles and hugs wherever they go. The small but sturdy and resilient Bichon Frise stands among the world’s great “personality dogs.” Since antiquity, these irresistible canine comedians have relied on charm, beauty, and intelligence to weather history’s ups and downs.","Playful, Curious, Peppy",46,24.13,29.21,5.4431084400000005,8.164662660000001,14,15,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,1,Outgoing
59,Very Low,Apartment,Medium,Full-time,First-time owner,53,"Boykins are medium-sized spaniels, larger and rangier than Cockers but more compact than Springers. The breed’s hallmark is a beautiful solid-brown coat. Colors range from a rich liver to a luscious chocolate. The large, feathery ears hang close to the cheeks, setting off an expression of soulful intelligence. Bred to work in the lakes and swamps of their native South Carolina, web-toed Boykins can swim like seals.For years, Boykins were known only to hunters of Carolina waterfowl and wild turkey. But lately, the wider world has discovered that the Boykin is as delightful at home as he is eager at the lake. “They are very, very sweet dogs to have around the family,” a longtime owner says, “but an absolute tiger in the field.” A medium-sized flushing and retrieving dog known for its rich brown coat, the Boykin Spaniel is avid, eager, merry, and trainable. This mellow housedog and tenacious bird dog was once South Carolina’s best-kept secret.","Friendly, Eager, Lovable",100,35.56,45.72,11.33980925,18.143694800000002,10,15,Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,1,Eager to Please,0.6,Alert/Responsive
60,High,Rural,High,Limited,Expert,57,"Briards are herders known for a wavy coat of either gray, tawny, or black, and an impressive head topped by a peek-a-boo hairdo parted naturally in the middle. A luxurious beard and eyebrows accentuate an expression described as “frank and questioning.” Standing between 22 and 27 inches at the shoulder, Briards are burly and rugged but move with a nimble-footed gait.They possess traits common to many other herders: trainability, brains, a protective eye toward family (especially kids, whom they regard as their flock), and wariness with outsiders. These are large, tireless dogs—it is said that just two or three Briards can handle 700 head of sheep—and novice owners might be overwhelmed by their work drive and zest for life. The Briard packs so much loyalty, love, and spirit into its ample frame that it's often described as a ""heart wrapped in fur."" The dashing good looks of these muscular Frenchmen radiate a distinct aura of Gallic romance and elegance.","Confident, Smart, Faithful",132,55.88,68.58,24.947580350000003,45.359237,12,12,Herding Group,0.8,Daily Brushing,0.2,Infrequent,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
61,Very High,Urban,Medium,Minimal,Expert,229,"The Shetland Sheepdog is a small, active, and agile herding dog standing between 13 and 16 inches at the shoulder. The long coat is harsh and straight, with a dense undercoat, and comes in black, blue merle, and sable, with white markings. The coat, along with a long, wedge-shaped head; small, three-quarter erect ears; and deep-chested, level-backed torso, give Shelties the look of a rough-coated Collie in miniature.Bright and eager Shelties are easy trainers and world-class competitors in obedience, agility, and herding trials. They are sensitive and affectionate family dogs, highly in tune with the mood of the household. They like to bark and tend to be reserved toward strangers—two qualifications of an excellent watchdog. The Shetland Sheepdog, also known as the Sheltie, is an extremely intelligent, quick, and obedient herder from Scotland’s remote and rugged Shetland Islands. Shelties bear a strong family resemblance to their bigger cousin, the Collie.","Playful, Energetic, Bright",25,33.02,40.64,6.80388555,11.33980925,12,14,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,1,Eager to Please,0.4,Reserved with Strangers
62,Moderate,Apartment,Low,Full-time,First-time owner,80,"Standing under 20 inches, the Cirneco (“cheer-NEK-o”; Cirnechi is the plural) is often described as resembling a smaller version of the Pharaoh Hound, its cousin from the island of Malta. This slender but rugged hunter’s coat ranges from light to dark tan or chestnut. The large, upright ears point up the alert expression of the eyes, whose amber or ochre color smartly complements the coat.In many ways, these lithe and leggy Sicilians are typical sighthounds: sweet-natured, independent and, of course, breathtakingly swift. It is said, though, that Cirnechi are a bit more trainable than the usual sighthound. These living artifacts of antiquity have sprinted into the 21st century relatively unchanged by passing fads and fancies. The sleek and sinewy Cirneco dell’Etna, the ancient coursing hound of Sicily, is an athletic hunter given to quick bursts of speed. As housedogs, Cirnechi are mild, low-maintenance companions cherished for their loyal and gentle nature.","Affectionate, Friendly, Independent",183,41.910000000000004,49.53,7.71107029,11.793401620000001,12,14,Hound Group,0.2,Occasional Bath/Brush,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,0.6,Alert/Responsive
63,High,Rural,High,Part-time,First-time owner,166,"The Miniature American Shepherd shares many physical traits with its forebear the Australian Shepherd—only on a smaller scale. Females stand between 13 and 17 inches at the shoulder; males range from 14 to 18 inches. Despite their size, Minis are every inch a true herding dog: energetic, versatile, rugged, and extremely bright. The eye-catching coat comes in black, blue merle, red, and red merle. (The merle will exhibit in any amount marbling, flecks, or blotches.) Minis move with the smooth and agile step of a dog built for hard work on punishing terrain. The Miniature American Shepherd resembles a small Australian Shepherd. True herders in spite of their compact size, Minis are bright, self-motivated workers and endearingly loyal and lively companion dogs who have an affinity for horses.","Good-Natured, Intelligent, Devoted",34,33.02,45.72,9.071847400000001,18.143694800000002,12,13,Herding Group,0.8,Daily Brushing,1,Frequent,0.8,Energetic,1,Eager to Please,0.8,Friendly
64,Very High,Rural,Medium,Minimal,Experienced,255,"Coming face to face with this ancient behemoth, an intruder up to no good will likely move on to easier pickings. TMs can stand 26 inches at the shoulder and weigh well over 100 pounds. It’s impossible to discuss this breed without leaning on words like “powerful,” “muscular,” “massive,” and “substantial.” And yet, TMs are quite light-footed and will meet a perceived threat with surprising agility. The broad head, with its high-set, V-shaped ears and expressive brown eyes, projects a noble, sagacious expression. Watchful, aloof, imposing, and intimidating: The ancient Tibetan Mastiff is the guardian dog supreme. These densely-coated giants are mellow and calm around the house, sweetly devoted to family, and aloof and territorial with strangers.","Independent, Reserved, Intelligent",131,60.96,66.04,31.751465900000003,68.0388555,10,12,Working Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
65,Moderate,House,Medium,Limited,Expert,222,"Samoyeds, the smiling sledge dogs, were bred for hard work in the world’s coldest locales. In the Siberian town of Oymyakon, for instance, temperatures of minus-60 degrees are common. The Sammy’s famous white coat is thick enough to protect against such brutal conditions.Powerful, agile, tireless, impervious to cold—Sammies are drop-dead gorgeous but highly functional. Even their most delightful feature, a perpetual smile, has a practical function: The mouth’s upturned corners keep Sammies from drooling, preventing icicles from forming on the face.A Sammy sentenced to solitary confinement in the yard is a miserable—and destructive—creature. These are smart, social, mischievous dogs who demand love and attention. Sammies need a very firm but loving hand in training. As pack animals, they must learn early who the alpha dog is—and the alpha dog must be you. The Samoyed is a substantial but graceful dog standing anywhere from 19 to a bit over 23 inches at the shoulder. Powerful, tireless, with a thick all-white coat impervious to cold—Sammies are perfectly beautiful but highly functional. Even their most delightful feature, a perpetual smile, has a practical function: The upturned corners of the mouth keep Sammies from drooling, preventing icicles from forming on the face.","Adaptable, Friendly, Gentle",59,48.26,59.69,15.875732950000002,29.48350405,12,14,Working Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.8,Friendly
66,Moderate,Urban,Very Low,Limited,Experienced,6,"The American Bulldog is a descendant of the English Bulldog. It is believed that the bulldog was in America as early as the 17th century. They came to the United States in the 1800s, with immigrants who brought their working bulldogs with them. Small farmers and ranchers used this all-around working dog for many tasks including farm guardians, stock dogs, and catch dogs. The breed largely survived, particularly in the southern states, due to its ability to bring down and catch feral pigs.The breed we know as the American Bulldog was originally known by many different names before the name American Bulldog became the standard. In different parts of the South he was known as the White English Southern Bulldog, but most commonly just “bulldog.” The breed was not called a bulldog because of a certain look, but because they did real bulldog work. Breed Contact InformationKatrina HuffmasterPhone:  850-519-3089 American Bulldogs are a well-balanced athletic dog that demonstrate great strength, endurance, agility, and a friendly attitude. Historically, they were bred to be a utility dog used for working the farm.","Loyal, Self-Confident",,50.8,63.5,27.2155422,45.359237,10,12,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.8,Energetic,0.6,Agreeable,0.6,Alert/Responsive
67,Very Low,Rural,Very High,Full-time,First-time owner,38,"A good-size Bichon will stand a shade under a foot tall at the shoulder. The breed’s glory is a white hypoallergenic coat, plush and velvety to the touch, featuring rounded head hair that sets off the large, dark eyes and black leathers of the nose and lips.Bichons are adaptable companions who get on well with other dogs and children. Alert and curious, Bichons make nice little watchdogs—but they are lovers, not fighters, and operate under the assumption that there are no strangers, just friends they haven’t met yet. Their confidence and size make them ideal city dogs. Bichons train nicely and enjoy performing for their loved ones. Finally, there’s the happy-go-lucky Bichon personality that draws smiles and hugs wherever they go. The small but sturdy and resilient Bichon Frise stands among the world’s great “personality dogs.” Since antiquity, these irresistible canine comedians have relied on charm, beauty, and intelligence to weather history’s ups and downs.","Playful, Curious, Peppy",46,24.13,29.21,5.4431084400000005,8.164662660000001,14,15,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,1,Outgoing
68,Very High,Apartment,High,Full-time,Expert,41,"What’s the word we’re looking for? Imposing? Massive? Majestic? How about just plain “big.” This brawny guard dog of the Siberian steppes can tip the scales at 140 pounds and stand as high as 30 inches at the shoulder. They’re much taller when the huge, brick-shaped head is considered. The tousled, all-black coat is warm enough to allow BRTs to patrol some of the coldest habitable places on earth. The old expression “He moves well for a big guy” applies to this nimble-footed giant. The Black Russian Terrier is a large, immensely powerful worker of heavy bone and coarse all-black coat. BRTs are known for their courage, confidence, and intelligence. Bred to guard and protect, they are naturally aloof with strangers.","Intelligent, Calm, Powerful",118,66.04,76.2,36.287389600000004,58.9670081,10,12,Working Group,0.8,Daily Brushing,0.6,Seasonal,0.8,Energetic,0.8,Easy Training,0.4,Reserved with Strangers
69,High,Urban,Very Low,Minimal,First-time owner,100,"The English Foxhound is the epitome of what serious dog breeders strive for: beauty, balance, and utility. “Next to an old Greek statue,” a poet wrote, “there are few such combinations of grace and strength as in a fine Foxhound.”These pack-oriented, scent-driven hounds are gentle and sociable, but rarely seen as house pets. They can be so driven by a primal instinct for pursuit that not much else, including training, matters to them. Owning these noble creatures is best left to huntsmen who kennel packs of hounds or to those experienced in meeting the special challenges of life with swift, powerful hounds hardwired for the chase. The English Foxhound is a substantial galloping hound of great stamina. His long legs are straight as a gatepost, and just as sturdy. The back is perfectly level. And the chest is very deep, “girthing” as much as 31 inches on a hound measuring 24 inches at the shoulder, ensuring plenty of lung power for a grueling day’s hunt.","Affectionate, Gentle, Sociable",188,60.96,60.96,27.2155422,34.01942775,10,13,Hound Group,0.2,Occasional Bath/Brush,0.8,Regularly,0.8,Energetic,0.6,Agreeable,0.8,Friendly
70,Moderate,Rural,Very Low,Minimal,Expert,202,"The Portuguese Pointer is considered a medium-sized dog. As a sporting dog, they have quite a bit of energy, especially when young. Their affectionate nature is so intense that the Portuguese standard describes it as sometimes “inappropriate and inconvenient.” This breed is very hardy and is capable of great endurance and devotion. Calm and very sociable, they can be somewhat haughty towards other dogs. Curious by nature, they work with persistence and vivacity and are always a keen hunter that stays in close contact with his handler. Club Contact DetailsClub: Portuguese Pointer Club of AmericaName: Temple DaSilvaEmail: GreenFallsHollow@comcast.net The Portuguese Pointer is a very old hunting breed bred to work closely with its handler. They are enthusiastic in their work and very dedicated to their owner.","Affectionate, Smart, Energetic",,52.07,55.88,15.875732950000002,26.761949830000002,14,14,Foundation Stock Service,0.2,Occasional Bath/Brush,0.4,Occasional,0.8,Energetic,1,Eager to Please,0.8,Friendly
71,Very High,House,High,Limited,Experienced,82,"Those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the Cocker spent years as America’s most popular breed. The Cocker is the AKC’s smallest sporting spaniel, standing about 14 to 15 inches. The coat comes in enough colors and patterns to please any taste. The well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.Cockers are eager playmates for kids and are easily trained as companions and athletes. They are big enough to be sporty, but compact enough to be portable. A Cocker in full coat rewards extra grooming time by being the prettiest dog on the block. These energetic sporting dogs love playtime and brisk walks. The merry and frolicsome Cocker Spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. They were developed as hunting dogs, but Cockers gained their wide popularity as all-around companions.","Gentle, Smart, Happy",30,34.29,39.37,9.071847400000001,13.6077711,10,14,Sporting Group,0.8,Daily Brushing,0.4,Occasional,0.6,Regular Exercise,1,Eager to Please,1,Outgoing
72,Very High,House,Very High,Limited,Expert,38,"A good-size Bichon will stand a shade under a foot tall at the shoulder. The breed’s glory is a white hypoallergenic coat, plush and velvety to the touch, featuring rounded head hair that sets off the large, dark eyes and black leathers of the nose and lips.Bichons are adaptable companions who get on well with other dogs and children. Alert and curious, Bichons make nice little watchdogs—but they are lovers, not fighters, and operate under the assumption that there are no strangers, just friends they haven’t met yet. Their confidence and size make them ideal city dogs. Bichons train nicely and enjoy performing for their loved ones. Finally, there’s the happy-go-lucky Bichon personality that draws smiles and hugs wherever they go. The small but sturdy and resilient Bichon Frise stands among the world’s great “personality dogs.” Since antiquity, these irresistible canine comedians have relied on charm, beauty, and intelligence to weather history’s ups and downs.","Playful, Curious, Peppy",46,24.13,29.21,5.4431084400000005,8.164662660000001,14,15,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,1,Outgoing
73,Very High,Apartment,Low,Full-time,First-time owner,56,"The Braque Francais Pyrenean is a well-proportioned, medium-sized dog with a soft, shorthaired coat. He was bred to hunt the very rugged and arid Pyrenees Mountain range on the border of France and Spain. The breed dates back hundreds of years and is considered the common ancestor to all of today’s shorthaired pointing breeds. There are actually two types of Braque Francais: the Gascony Type and the Pyrenean type. The Braque Francais Pyrenean is the smaller and more popular of the two. He has a natural retrieve instinct and loves water. He is gentle, friendly sociable, and submissive. The Braque Francais Pyrenean is a rustic breed and hails from France. In English, he is the French Pointing Dog Pyrenean Type.","Friendly, Smart, Willing to Please",,46.99,58.42,18.143694800000002,24.947580350000003,0,0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,1,Needs Lots of Activity,0,,0,
74,High,Apartment,Very High,Minimal,First-time owner,151,"Our Hungarian-language tip of the day: The plural of Komondor is Komondorok. Now, let’s take a look at the dog. What we see is a large and powerful guardian covered in profuse white cords. A big male can stand more than 27.5 inches and weigh over 100 pounds, with heavy bone, a deep chest, and lots of muscle. Despite their brawn Komondorok are agile and light-footed, and move with long strides. With their unique look, it’s impossible to mistake Koms for anything else. A powerfully large Hungarian flock guardian covered in profuse white cords from head to tail, the Komondor is among the world’s most recognizable breeds. The independent and protective Kom requires a firm, experienced hand at training.","Loyal, Dignified, Brave",173,64.77,69.85,36.287389600000004,45.359237,10,12,Working Group,1,Specialty/Professional,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
75,High,Rural,Medium,Limited,Experienced,99,"The English Cocker Spaniel is a compactly built sporting dog standing between 15 to 17 inches at the shoulder. The softly contoured head, with its dark, melting eyes that convey an alert and dignified expression, is framed by lush, close-lying ears. The medium-length coat, seen in a variety of striking colors and patterns, is silky to the touch. “Balance” is a key word in understanding the breed: The EC is balanced in temperament, construction, and movement.Beneath the EC’s physical beauty beats the heart of a tireless, eager-to-please hunter’s helper, famous the world over for his ability to flush and retrieve gamebirds. For those who prefer more domestic pursuits, there is no more charming and agreeable household companion. English Cocker Spaniel lovers often use the word “merry” to describe their breed. Upbeat in the field and mellow at home, this compact, silky-coated bird dog is widely admired for his delightful personality and irresistible good looks.","Energetic, Merry, Responsive",52,38.1,43.18,11.793401620000001,15.42214058,12,14,Sporting Group,0.6,2-3 Times a Week Brushing,0.4,Occasional,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
76,Very Low,House,Low,Limited,Expert,72,"Central Asian Shepherd Dogs are a natural protective breed that require a non-stop observance for the life of the dog. They are not for first-time dog owners. They were formed as a breed from natural selection during more than four thousand years in a vast territory, which spreads nowadays from the Caspian Sea to China and from Southern Ural to Afghanistan. The Central Asian Shepherd Dog is self-assured, balanced, quiet, proud and independent. They are very courageous and have a high working capacity, endurance and a natural instinct of territory. This breed is known for its fearlessness towards large predators.","Independent, Courageous, Self-Confident",,64.77,69.85,39.916128560000004,49.895160700000005,0,0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.4,Calm,0.4,Independent,0.2,Aloof/Wary
77,Very Low,House,High,Full-time,Expert,166,"The Miniature American Shepherd shares many physical traits with its forebear the Australian Shepherd—only on a smaller scale. Females stand between 13 and 17 inches at the shoulder; males range from 14 to 18 inches. Despite their size, Minis are every inch a true herding dog: energetic, versatile, rugged, and extremely bright. The eye-catching coat comes in black, blue merle, red, and red merle. (The merle will exhibit in any amount marbling, flecks, or blotches.) Minis move with the smooth and agile step of a dog built for hard work on punishing terrain. The Miniature American Shepherd resembles a small Australian Shepherd. True herders in spite of their compact size, Minis are bright, self-motivated workers and endearingly loyal and lively companion dogs who have an affinity for horses.","Good-Natured, Intelligent, Devoted",34,33.02,45.72,9.071847400000001,18.143694800000002,12,13,Herding Group,0.8,Daily Brushing,1,Frequent,0.8,Energetic,1,Eager to Please,0.8,Friendly
78,Low,Rural,Low,Limited,First-time owner,221,"The beauty of Salukis has been a thing of wonder for thousands of years. They’re slim and leggy, but very strong and perfectly balanced, like a great athlete or dancer. Males can stand between 23 and 28 inches at the shoulder; females can be much shorter. They come in a many colors and patterns. Their large, oval-shaped eyes are warm and intelligent.Salukis are highly adaptable, able to live and work in any climate. They’re magnificent animals, but owning them comes with many special challenges. Among the world’s oldest breeds, the slim but rugged Saluki was the hunting hound of kings for thousands of years. Salukis are swift and agile sprinters who love a good chase. They make gentle, dignified, and independent but loyal pets.","Gentle, Dignified, Independent-Minded",120,58.42,71.12,18.143694800000002,29.48350405,10,17,Hound Group,0.2,Occasional Bath/Brush,0.4,Occasional,0.8,Energetic,0.4,Independent,0.4,Reserved with Strangers
79,Very Low,Urban,Very High,Part-time,First-time owner,38,"A good-size Bichon will stand a shade under a foot tall at the shoulder. The breed’s glory is a white hypoallergenic coat, plush and velvety to the touch, featuring rounded head hair that sets off the large, dark eyes and black leathers of the nose and lips.Bichons are adaptable companions who get on well with other dogs and children. Alert and curious, Bichons make nice little watchdogs—but they are lovers, not fighters, and operate under the assumption that there are no strangers, just friends they haven’t met yet. Their confidence and size make them ideal city dogs. Bichons train nicely and enjoy performing for their loved ones. Finally, there’s the happy-go-lucky Bichon personality that draws smiles and hugs wherever they go. The small but sturdy and resilient Bichon Frise stands among the world’s great “personality dogs.” Since antiquity, these irresistible canine comedians have relied on charm, beauty, and intelligence to weather history’s ups and downs.","Playful, Curious, Peppy",46,24.13,29.21,5.4431084400000005,8.164662660000001,14,15,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,1,Outgoing
80,Very High,Urban,Very High,Minimal,Expert,244,"The unique look of these inexhaustible workers begins with the coat. It’s naturally curly and wooly head to toe, and when grown out will often form tight, tapered cords. In full coat, the facial hair covers the expressive brown eyes. Colors can be black, brown, beige, white, or particolor (black, brown, beige, with white). “Rustic” is the word often used to describe the overall look of this sturdy dog of medium size (a male will stand a little under 20 inches at the shoulder). The inexhaustible Spanish Water Dog is a dual-purpose breed whose hallmark is a coat of wooly curls. Used as both a herder and waterfowl retriever in his homeland, this rustic charmer is a lively family companion and vigilant watchdog.",Playful but also Work-Oriented. Very Active and Upbeat.,153,40.005,50.165,14.06136347,22.22602613,12,14,Herding Group,1,Specialty/Professional,0.2,Infrequent,0.8,Energetic,1,Eager to Please,0.4,Reserved with Strangers
81,Very Low,Urban,Low,Limited,Expert,35,"Beneath the one-of-a-kind coat is a large, muscular shepherd dog of ancient pedigree. But, since the coat is the breed’s hallmark, let’s take a close look. The Bergamasco Sheepdog has hair of three different textures that form naturally occurring loose mats, or “flocks” (strands of hair woven together, creating flat layers of felted hair), covering the body and legs. The flocks provide protection from the fierce cold and wild predators of the Italian Alps, the breed’s ancestral homeland.Bergamascos are bright, loyal, loving, and trainable—with a dash of mountain-dog independence. They take to watching over loved ones with a serene vigilance. Wary of strangers until properly introduced, Bergamascos are aggressive only as a last resort. Generally happy with kids and other animals, the low-maintenance and robustly healthy Bergamasco is much more than a show-stopping hairdo. Eager to please, smart, and stubbornly devoted to work, Bergamascos are patient but protective.","Independent, Sociable, Intelligent",187,55.88,59.69,25.85476509,38.10175908,13,15,Herding Group,0.2,Occasional Bath/Brush,0.2,Infrequent,0.4,Calm,0.6,Agreeable,0.4,Reserved with Strangers
